0 0.699441 [6:1,11-22:[-0.336928,0.145538,-0.001174,0.025708,0.00736,-0.00678,-0.104053,-0.075495,-0.010516,0.026986,0.060395,-0.020229]]
0 -0.699441 [6:1,11-22:[-0.332067,0.143036,0.007546,0.033894,0.012013,0.022568,0.02899,-0.041306,-0.086707,0.013359,0.049287,0.000953]]
0 -0.699441 [6:1,11-22:[-0.323603,0.141357,0.001573,0.018071,-0.007192,0.009449,0.030402,-0.045439,-0.084189,0.010227,0.052175,-0.017001]]
0 0.699441 [6:1,11-22:[-0.328645,0.140839,-0.024917,-0.064476,-0.00121,0.036613,-0.002623,-0.074181,-0.030658,0.024832,0.015177,-0.08303]]
0 -0.699441 [6:1,11-22:[-0.327854,0.139526,-0.001071,0.035998,0.019685,0.025627,0.007342,-0.029043,-0.022702,0.008304,0.043647,-0.00976]]
0 -0.699441 [6:1,11-22:[-0.322011,0.138489,-0.006151,0.023476,0.011727,0.017216,0.017952,-0.029548,-0.012032,0.01368,-0.065141,-0.029995]]
0 -0.699441 [6:1,11-22:[-0.345278,0.138214,-0.006432,0.001689,-0.029892,-0.009316,-0.010014,-0.038566,-0.027749,-0.002691,0.026272,-0.043562]]
0 0.699441 [6:1,11-22:[-0.354673,0.13797,-0.019105,0.005083,-0.042109,-0.091912,-0.033688,-0.075821,-0.058463,-0.005563,0.029729,-0.057592]]
0 0.699441 [6:1,11-22:[-0.142454,0.260162,0.108134,0.115105,0.039587,-0.120595,0.057403,-0.011728,-0.039614,-0.063676,0.208234,0.105213]]
0 0.699441 [6:1,11-22:[-0.017082,0.215179,-0.004302,0.040483,0.023956,0.113904,-0.032383,0.010687,-0.163469,0.085871,0.125867,-0.128525]]
0 -0.699441 [6:1,11-22:[0.028244,0.179291,-0.040738,0.039254,-0.002288,0.001126,-0.083918,0.025536,-0.10352,0.094477,0.099761,-0.039861]]
0 -0.699441 [6:1,11-22:[0.028509,0.178131,-0.03727,0.039076,0.006287,0.036841,0.031565,-0.050954,-0.164458,0.035065,0.11119,-0.009265]]
0 0.699441 [6:1,11-22:[0.022425,0.175385,-0.047048,0.026625,0.018182,0.046721,-0.057782,0.006386,-0.196454,-0.061039,0.120676,-0.019375]]
0 -0.699441 [6:1,11-22:[0.022098,0.175781,-0.03692,0.021404,-0.013316,0.064773,0.0304,0.042991,-0.143289,0.082943,0.12499,-0.027743]]
0 -0.699441 [6:1,11-22:[-0.006978,0.149048,-0.038855,0.023978,-0.029442,0.031298,0.005328,-0.041912,-0.147115,-0.030449,0.069112,-0.019128]]
0 -0.699441 [6:1,11-22:[-0.022849,0.150208,-0.048261,-0.008138,-0.019943,0.036864,0.007247,-0.040908,-0.141903,-0.002241,0.099012,-0.007377]]
0 -0.699441 [6:1,11-22:[-0.028697,0.152435,-0.05205,-0.009527,-0.000645,0.039523,0.012587,-0.052027,-0.129519,-0.00334,0.099159,-0.007516]]
0 0.699441 [6:1,11-22:[-0.042569,0.155426,-0.07007,-0.045121,-0.006797,0.048484,-0.048901,0.01383,-0.140629,0.041045,0.09068,0.007226]]
0 -0.699441 [6:1,11-22:[-0.069349,0.156738,-0.031907,-0.020629,-0.025794,-0.011871,-0.099679,-0.088574,-0.187019,-0.018437,0.042421,-0.069196]]
0 -0.699441 [6:1,11-22:[-0.067395,0.189087,0.017595,0.022668,0.015159,0.035225,-0.074135,0.029047,-0.036939,0.077343,0.134745,0.027627]]
0 0.699441 [6:1,11-22:[-0.057637,0.188171,0.023826,0.037826,0.016476,0.069565,-0.035588,-0.012538,-0.09925,0.062077,0.138986,0.034007]]
0 0.699441 [6:1,11-22:[-0.056609,0.185425,-0.103769,-0.069804,-0.058264,0.064373,-0.000253,-0.008585,-0.094329,0.062244,0.109113,0.016936]]
0 -0.699441 [6:1,11-22:[-0.029109,0.166901,-0.011869,0.007692,0.002211,0.032372,-0.103216,0.03525,-0.083812,0.040799,0.129596,0.014074]]
0 0.699441 [6:1,11-22:[-0.040097,0.166779,-0.016281,0.022643,-0.0447,-0.045395,-0.046386,0.023756,-0.121088,0.01928,-0.026864,0.007218]]
0 0.699441 [6:1,11-22:[-0.04234,0.166779,-0.002614,0.015376,-0.008191,0.073236,-0.051732,-0.012204,-0.132551,0.053365,0.114134,-0.061244]]
0 -0.699441 [6:1,11-22:[-0.018891,0.164429,-0.007224,-0.008163,-0.009918,0.057541,0.004518,0.004619,-0.114228,0.053311,0.061968,-0.11441]]
0 -0.699441 [6:1,11-22:[-0.025173,0.164703,-0.086243,-0.063504,-0.025542,0.025203,-0.082538,0.038818,-0.084771,0.05266,0.11352,-0.007371]]
0 -0.699441 [6:1,11-22:[-0.024518,0.165619,0.001217,0.003469,-0.010929,0.080165,0.007109,-0.024825,-0.162797,0.000752,0.125959,0.007034]]
0 0.699441 [6:1,11-22:[-0.031403,0.165619,-0.077691,-0.075102,-0.037403,0.073409,-0.03167,-0.004841,-0.117188,0.012314,-0.043717,0.010622]]
0 -0.699441 [6:1,11-22:[-0.028726,0.166779,-0.02904,0.020531,0.009407,0.048087,0.00111,-0.03194,-0.139459,-0.01327,-0.022897,-0.000523]]
0 -0.699441 [6:1,11-22:[-0.031433,0.162354,-0.027524,-0.002397,-0.001802,0.068942,0.007958,0.034859,-0.117181,0.005264,-0.038068,0.010617]]
0 0.699441 [6:1,11-22:[-0.040875,0.159607,-0.01766,-0.002426,-0.040816,-0.067965,-0.054802,-0.064675,-0.172798,-0.017573,-0.076544,-0.174622]]
0 0.699441 [6:1,11-22:[-0.099465,0.169403,-0.018972,-0.008658,0.004744,0.022528,-0.037452,-0.048701,-0.100881,0.045733,0.07829,-0.011137]]
0 0.699441 [6:1,11-22:[-0.105511,0.175903,-0.109103,-0.09259,0.017272,0.051527,0.015672,-0.037978,-0.071124,0.079823,0.097649,-0.007794]]
0 0.699441 [6:1,11-22:[-0.10212,0.175507,0.032954,0.026505,0.012792,0.023651,-0.016811,-0.025747,-0.087657,0.057896,0.105105,-0.054195]]
0 0.699441 [6:1,11-22:[-0.046907,0.173828,0.005275,0.002896,-0.011924,0.052226,-0.05656,0.013379,-0.128051,0.048795,0.112847,0.013758]]
0 -0.699441 [6:1,11-22:[-0.048552,0.172394,-0.028572,0.009698,-0.005191,0.011638,-0.078102,-0.035252,-0.111362,0.017841,0.116336,0.001474]]
0 0.699441 [6:1,11-22:[-0.046083,0.169525,-0.03537,0.024664,-0.005221,0.038746,-0.049914,0.002628,-0.120285,0.034043,0.102202,0.011084]]
0 -0.699441 [6:1,11-22:[-0.047986,0.169251,-0.010925,0.01654,-0.018843,0.012973,-0.09442,-0.023131,-0.118254,0.009801,0.108342,0.016295]]
0 0.699441 [6:1,11-22:[-0.028047,0.166901,-0.050669,-0.002348,0.006503,0.04531,-0.050512,-0.007551,-0.173902,-0.088273,0.076048,0.017913]]
0 0.699441 [6:1,11-22:[-0.036017,0.165863,-0.02466,-0.016438,0.002546,0.075581,-0.059437,0.001942,-0.168417,-0.084377,0.087239,0.028227]]
0 0.699441 [6:1,11-22:[-0.050022,0.167297,-0.016373,-0.051197,-0.093719,0.019815,-0.016006,0.009049,-0.133508,-0.088217,0.075359,0.041011]]
0 0.699441 [6:1,11-22:[-0.070242,0.162598,-0.048221,-0.020432,-0.012655,0.025068,-0.065002,-0.03039,-0.104276,0.026394,0.076332,-0.087115]]
0 0.699441 [6:1,11-22:[-0.077431,0.1651,-0.0339,-0.005234,-0.019444,0.021321,-0.053993,-0.036257,-0.114198,0.000513,-0.063543,-0.001326]]
0 -0.699441 [6:1,11-22:[-0.087358,0.165985,-0.014227,-0.070088,-0.091094,-0.00118,0.038822,-0.041633,-0.12133,-0.007287,0.072029,-0.006335]]
0 0.699441 [6:1,11-22:[-0.082672,0.174744,0.005076,0.014108,-0.007821,0.045474,-0.032713,-0.011798,-0.097952,0.053573,0.103295,0.018036]]
0 0.699441 [6:1,11-22:[-0.034795,0.164551,-0.041567,-0.022111,0.00812,0.050471,-0.060938,0.025874,-0.123004,0.038905,0.105009,0.010631]]
0 -0.699441 [6:1,11-22:[-0.036627,0.1651,0.006186,-0.012256,-0.00309,0.029405,-0.095658,0.022831,-0.084796,0.038828,0.113153,0.000745]]
0 -0.699441 [6:1,11-22:[-0.0324,0.166138,-0.031791,-0.012305,-0.003248,0.056287,0.017908,-0.040312,-0.14638,0.009525,0.064514,-0.105744]]
0 0.699441 [6:1,11-22:[-0.036133,0.166382,-0.083641,-0.026248,0.016549,0.044785,-0.046812,0.004726,-0.115562,0.026286,0.094867,0.011894]]
0 -0.699441 [6:1,11-22:[-0.04858,0.163116,-0.070426,-0.079308,-0.000944,0.064068,0.016253,-0.023121,-0.142109,0.001819,0.09327,0.00408]]
0 0.699441 [6:1,11-22:[-0.047815,0.162476,-0.031248,0.009649,-0.00918,0.041374,-0.056474,0.001159,-0.112949,0.044692,0.084341,-0.046962]]
0 -0.699441 [6:1,11-22:[-0.054712,0.162476,-0.060743,-0.038771,-0.032989,-0.032082,0.014582,-0.14644,-0.203543,-0.038207,-0.046088,0.025414]]
0 0.699441 [6:1,11-22:[-0.089904,0.164825,-0.035649,-0.001657,-0.013359,0.029651,-0.064237,-0.041428,-0.073483,0.019798,0.068352,-0.015774]]
0 0.699441 [6:1,11-22:[-0.098118,0.164825,-0.027249,-0.070996,-0.121291,-0.12494,-0.023725,-0.002925,-0.093329,0.027618,0.051056,0.000293]]
0 -0.699441 [6:1,11-22:[-0.113324,0.174469,-0.000332,0.019972,0.01063,-0.01464,-0.053649,0.017053,-0.033524,-0.085844,0.090598,0.025685]]
0 0.699441 [6:1,11-22:[-0.075083,0.175903,0.021602,0.026914,0.020096,0.039867,-0.031954,-0.014106,-0.087968,0.054583,0.106626,-0.043124]]
0 -0.699441 [6:1,11-22:[-0.049881,0.171081,-0.016403,0.006808,-0.0156,0.051878,0.020121,-0.016401,-0.134897,0.005851,0.06372,-0.176177]]
0 0.699441 [6:1,11-22:[-0.042942,0.169647,-0.03005,-0.003859,-0.012266,0.055316,-0.044785,0.000105,-0.117334,0.058793,0.089413,-0.062506]]
0 0.699441 [6:1,11-22:[-0.042397,0.177216,-0.010866,0.022189,0.011044,0.064964,-0.046212,-0.002599,-0.101145,0.064387,0.107489,-0.065454]]
0 0.699441 [6:1,11-22:[0.083688,0.218689,0.02549,0.115786,-0.023536,0.004456,0.112994,-0.009752,-0.206999,0.106968,0.244834,-0.075527]]
0 0.699441 [6:1,11-22:[0.102369,0.211762,-0.069777,-0.008929,-0.092973,-0.032378,0.119973,-0.01311,-0.234099,0.086482,0.192672,-0.090688]]
0 -0.699441 [6:1,11-22:[0.100245,0.21283,0.041332,0.003665,-0.136808,-0.090251,0.119322,-0.036095,-0.143956,0.159208,0.180456,-0.117944]]
0 -0.699441 [6:1,11-22:[0.260856,0.192993,0.095667,-0.006161,-0.076047,-0.039026,0.11018,-0.111623,-0.143879,0.105867,0.039232,0.041183]]
0 -0.699441 [6:1,11-22:[0.206479,0.199524,0.105027,-0.020364,-0.105078,-0.034803,0.104691,-0.151468,-0.255389,-0.078379,-0.022762,-0.059567]]
0 0.699441 [6:1,11-22:[0.195473,0.206818,0.034376,-0.055152,-0.141827,0.017972,0.007555,-0.078482,-0.203662,0.147033,-0.10396,-0.061502]]
0 0.699441 [6:1,11-22:[0.231809,0.199005,0.152425,-0.074316,-0.189741,-0.027732,0.142011,-0.138603,-0.248055,0.024734,0.181526,-0.21579]]
0 0.699441 [6:1,11-22:[0.182913,0.202515,0.068816,-0.071953,-0.139075,0.039304,0.123445,-0.188781,-0.238653,0.052948,0.139512,-0.188655]]
0 -0.699441 [6:1,11-22:[0.216346,0.202393,0.1051,-0.10253,0.007842,0.002845,0.04575,-0.078186,-0.096441,0.162617,0.042204,-0.078031]]
0 0.699441 [6:1,11-22:[0.602772,0.248291,-0.06201,-0.129317,-0.100609,-0.013254,0.317577,-0.165139,-0.180474,-0.004092,0.307525,0.074]]
0 0.699441 [6:1,11-22:[0.596132,0.233307,0.021608,-0.148269,-0.080949,-0.191228,0.142531,-0.221195,-0.121326,-0.003571,0.19043,-0.054699]]
0 0.699441 [6:1,11-22:[0.587888,0.237854,0.025776,0.036836,-0.078056,-0.011164,0.245507,-0.168369,-0.207106,-0.033894,0.045041,0.06997]]
0 0.699441 [6:1,11-22:[0.549567,0.239166,-0.049465,-0.077733,-0.116587,-0.087079,0.266215,-0.206902,-0.205102,0.046717,0.115927,0.039323]]
0 -0.699441 [6:1,11-22:[0.491247,0.145386,-0.218647,-0.202929,-0.147755,-0.165274,0.166499,-0.273183,-0.023782,-0.109394,0.073853,-0.036225]]
0 0.699441 [6:1,11-22:[0.482191,0.11319,-0.152658,-0.131801,-0.005494,-0.202062,0.234383,-0.320358,-0.059241,-0.162308,0.012908,-0.086633]]
0 -0.699441 [6:1,11-22:[0.431559,0.11319,-0.188772,-0.157137,-0.070639,-0.107303,0.124774,-0.214648,-0.159924,-0.128519,-0.041657,0.02744]]
0 -0.699441 [6:1,11-22:[0.166641,0.052155,-0.055818,-0.186955,-0.164176,-0.095653,-0.039328,-0.094968,-0.202197,-0.112866,-0.097387,-0.053482]]
0 -0.699441 [6:1,11-22:[0.12963,0.052155,-0.071772,-0.14266,-0.110495,-0.138127,-0.019617,-0.097855,-0.191002,-0.102651,-0.038837,-0.20899]]
0 0.699441 [6:1,11-22:[0.110331,0.043671,0.011701,-0.158077,-0.108433,-0.15558,-0.028239,-0.100728,-0.205116,-0.077309,-0.075109,-0.205398]]
0 -0.699441 [6:1,11-22:[0.050817,0.043793,-0.031202,-0.131481,-0.118502,-0.152711,-0.02865,-0.078265,-0.180352,-0.110844,-0.064158,-0.153811]]
0 0.699441 [6:1,11-22:[0.031062,0.043793,-0.044869,-0.11046,-0.11787,-0.084099,-0.168811,0.007116,-0.157131,-0.115642,-0.065785,-0.156266]]
0 0.699441 [6:1,11-22:[0.011589,0.047729,-0.038651,-0.132805,-0.103613,-0.100578,-0.123014,-0.00098,-0.153571,-0.114601,-0.079562,-0.151485]]
0 -0.699441 [6:1,11-22:[-0.217749,0.056183,-0.09819,-0.076998,-0.067506,-0.091469,-0.06865,-0.087484,-0.092105,-0.076268,-0.058763,-0.099791]]
0 -0.699441 [6:1,11-22:[-0.239064,0.060761,-0.095987,-0.08633,-0.073449,-0.093455,-0.072273,-0.073906,-0.106929,-0.084119,-0.053971,-0.071099]]
0 -0.699441 [6:1,11-22:[-0.259951,0.060761,-0.075415,-0.080467,-0.076032,-0.084868,-0.070503,-0.080439,-0.092984,-0.086663,-0.064491,-0.090453]]
0 0.699441 [6:1,11-22:[-0.364813,0.071838,-0.076646,-0.065529,-0.073807,-0.049586,-0.055632,-0.077567,-0.084452,-0.047503,-0.039444,-0.065043]]
0 -0.699441 [6:1,11-22:[-0.384297,0.072113,-0.074013,-0.062522,-0.066954,-0.051999,-0.051192,-0.066227,-0.082187,-0.067302,-0.05952,-0.070189]]
0 -0.699441 [6:1,11-22:[-0.454225,0.078613,-0.058959,-0.065359,-0.059181,-0.069412,-0.083485,-0.07142,-0.059137,-0.078502,-0.054035,-0.066646]]
0 -0.699441 [6:1,11-22:[-0.533023,0.092041,-0.0598,-0.039636,-0.035153,-0.065858,-0.067296,-0.075198,-0.073113,-0.083699,-0.03898,-0.068697]]
0 -0.699441 [6:1,11-22:[-0.655334,0.109924,-0.044118,-0.071013,-0.012874,-0.091375,-0.102299,-0.089932,-0.0453,-0.049581,-0.060631,-0.043585]]
0 0.699441 [6:1,11-22:[-0.40703,0.193115,-0.182963,-0.114883,0.019603,0.061432,-0.000843,-0.090004,-0.013066,0.050637,0.054237,0.021996]]
0 0.699441 [6:1,11-22:[-0.402565,0.197693,0.02363,0.027056,0.017363,0.033924,-0.0153,-0.116622,-0.064067,-0.099512,0.027018,0.024813]]
0 0.699441 [6:1,11-22:[-0.396544,0.190002,-0.098235,0.014141,0.047862,0.053142,0.006385,-0.094457,-0.054032,-0.093884,0.04342,0.041182]]
0 -0.699441 [6:1,11-22:[-0.40429,0.184784,0.054487,0.037559,0.021331,0.004796,-0.101156,-0.017181,0.048197,0.055427,0.062814,0.01797]]
0 -0.699441 [6:1,11-22:[-0.397125,0.187256,0.029435,0.019248,0.002707,0.002896,-0.022782,-0.077892,-0.033105,0.031141,0.050344,-0.009233]]
0 -0.699441 [6:1,11-22:[-0.400291,0.186218,-0.006556,0.045451,0.034883,-0.007433,-0.102307,-0.053974,-0.094101,0.007517,0.068218,0.037598]]
0 -0.699441 [6:1,11-22:[-0.397329,0.190643,0.018518,0.006399,-0.02682,-0.086229,-0.159621,-0.094813,-0.07587,0.008895,0.048847,-0.005454]]
0 0.699441 [6:1,11-22:[-0.398384,0.184906,-0.094791,0.002613,-0.010006,-0.090111,-0.025446,-0.080209,-0.009468,0.026983,-0.087582,0.001253]]
0 -0.699441 [6:1,11-22:[-0.378698,0.182556,-0.003773,0.002198,-0.008894,0.012462,0.013051,-0.04553,-0.020695,0.01104,0.035687,-0.033478]]
0 -0.699441 [6:1,11-22:[-0.382036,0.181244,-0.110789,-0.020433,0.011714,0.031999,0.026116,-0.061285,-0.110724,-0.007595,0.03703,-0.006505]]
0 -0.699441 [6:1,11-22:[-0.074815,0.373749,-0.02034,-0.016681,-0.020371,-0.020422,-0.208856,-0.103533,-0.105284,0.079273,0.222684,-0.005886]]
0 -0.699441 [6:1,11-22:[-0.033979,0.361755,-0.10654,-0.016492,-0.0256,0.084168,0.08268,-0.095367,-0.250207,-0.019521,0.084795,-0.18587]]
0 -0.699441 [6:1,11-22:[-0.032136,0.322876,-0.037722,0.025007,0.006483,-0.006388,-0.003159,-0.230306,-0.194239,0.071304,0.180495,-0.138972]]
0 0.699441 [6:1,11-22:[-0.011277,0.313507,-0.046223,0.04793,0.01961,0.087545,-0.075403,-0.106852,-0.31093,-0.15173,0.122296,-0.155614]]
0 0.699441 [6:1,11-22:[0.005671,0.300598,-0.095646,0.04607,0.013348,0.039516,-0.065653,-0.103329,-0.325279,-0.151213,0.111828,-0.161264]]
0 -0.699441 [6:1,11-22:[-0.00741,0.270996,-0.014322,0.084073,-0.031181,-0.083535,0.060354,-0.074073,-0.192394,0.05747,0.230937,-0.002296]]
0 -0.699441 [6:1,11-22:[0.021967,0.251038,-0.045281,0.068173,0.016516,0.063383,0.062582,-0.124133,-0.22756,0.039624,0.175711,-0.039313]]
0 0.699441 [6:1,11-22:[0.020109,0.249603,-0.059288,0.069603,-0.049719,-0.146768,-0.084591,-0.128589,-0.321244,-0.189333,0.194882,0.042506]]
0 -0.699441 [6:1,11-22:[0.035671,0.24881,-0.04275,0.071225,0.000826,0.045696,0.076166,-0.109056,-0.210804,0.042262,0.183688,-0.04026]]
0 -0.699441 [6:1,11-22:[0.043751,0.246979,-0.007957,0.086439,-0.002957,0.067089,0.072354,0.029538,-0.153942,0.110184,0.209927,-0.201044]]
0 -0.699441 [6:1,11-22:[0.036275,0.23172,-0.049873,-0.010301,-0.108566,-0.021685,0.078981,0.044022,-0.178416,-0.081552,0.055779,-0.157792]]
0 0.699441 [6:1,11-22:[0.030564,0.23172,-0.049231,0.066533,0.038702,0.035184,0.064452,-0.088885,-0.22642,0.101256,0.219467,-0.007449]]
0 0.699441 [6:1,11-22:[0.04005,0.230286,-0.041361,0.053233,-0.010092,-0.031507,0.057964,-0.094247,-0.275965,-0.121716,0.088594,-0.16364]]
0 -0.699441 [6:1,11-22:[0.048474,0.225586,-0.038344,0.070024,-0.012964,-0.026424,-0.128525,-0.126776,-0.204196,-0.162876,0.130944,-0.008877]]
0 -0.699441 [6:1,11-22:[0.053066,0.22522,-0.036461,0.080629,-0.01466,0.048355,0.049766,-0.062132,-0.230294,-0.184667,0.144592,-0.112563]]
0 0.699441 [6:1,11-22:[0.054803,0.224152,-0.104603,-0.141583,-0.215253,-0.065211,-0.032364,0.038555,-0.280326,-0.111625,0.093034,-0.157595]]
0 -0.699441 [6:1,11-22:[0.058785,0.221954,-0.08916,0.079269,0.006898,-0.044567,0.040132,-0.180313,-0.140116,0.042152,0.20614,-0.047483]]
0 0.699441 [6:1,11-22:[0.071451,0.229889,-0.107715,0.130903,0.02196,-0.00815,0.085855,-0.041045,-0.251691,0.140121,0.154681,-0.182251]]
0 0.699441 [6:1,11-22:[0.104577,0.293152,0.067613,0.223242,-0.03875,0.011197,0.203217,-0.112274,-0.362289,0.230403,0.059336,-0.225828]]
0 -0.699441 [6:1,11-22:[0.18682,0.387177,0.182762,0.041068,-0.091555,0.005121,0.112594,-0.322336,-0.139688,0.341594,0.174,-0.13542]]
0 -0.699441 [6:1,11-22:[0.303837,0.242554,0.175722,-0.047671,-0.146113,-0.154378,0.199955,-0.046791,-0.230449,-0.089023,0.155399,-0.106617]]
